,brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ssd,hdd,Touchscreen,Price,rating
535,MSI,Intel,Core i5,10,8,0,512,0,86990,4
536,MSI,Intel,Core i5,10,8,0,512,0,109990,4
537,MSI,Intel,Core i5,10,8,0,512,0,109590,4
538,ASUS,Intel,Core i7,10,16,0,512,0,146490,3
539,APPLE,M1,M1,10,8,256,0,0,85990,4
540,APPLE,M1,M1,10,8,256,0,0,112990,4
541,APPLE,M1,M1,10,16,256,0,0,104990,4
542,APPLE,M1,M1,10,16,256,0,0,132990,4
543,APPLE,M1,M1,10,16,512,0,0,149990,4
544,APPLE,M1,M1,10,8,512,0,0,125990,4
545,APPLE,M1,M1,10,8,512,0,0,103990,4
546,APPLE,M1,M1,10,8,512,0,0,101990,4
547,APPLE,M1,M1,10,8,512,0,0,104990,4
548,APPLE,M1,M1,10,8,512,0,0,131990,4
549,APPLE,M1,M1,10,16,512,0,0,128990,4
550,APPLE,M1,M1,10,16,512,0,0,184990,4
551,APPLE,M1,M1,10,16,512,0,0,225990,4
552,APPLE,M1,M1,10,4,512,0,0,124990,4
553,APPLE,M1,M1,10,8,1024,0,0,149990,4
554,APPLE,M1,M1,10,16,1024,0,0,169990,4
555,APPLE,M1,M1,10,16,1024,0,0,225990,4
556,APPLE,M1,M1,10,16,1024,0,0,243990,4
557,APPLE,M1,M1,10,32,1024,0,0,309990,5
558,Lenovo,AMD,Ryzen 5,10,8,512,0,0,57490,4
